food_name,data_type
"Cereals, QUAKER, Quick Oats with Iron, Dry",SR Legacy
"Cereals, QUAKER, Quick Oats, Dry",SR Legacy
"Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread",SR Legacy
"Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar",SR Legacy
"Cereals, QUAKER, Whole Wheat Natural Cereal, dry",SR Legacy
"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",SR Legacy
"Cereals, WHEATENA, cooked with water",SR Legacy
"Cereals, WHEATENA, cooked with water, with salt",SR Legacy
"Cereals, WHEATENA, dry",SR Legacy
"Cereals, whole wheat hot natural cereal, cooked with water, with salt",SR Legacy
"Cereals, whole wheat hot natural cereal, cooked with water, without salt",SR Legacy
"Cereals, whole wheat hot natural cereal, dry",SR Legacy
Ceviche,Survey (FNDDS)
Champagne punch,Survey (FNDDS)
Channa Saag,Survey (FNDDS)
"Chard, cooked",Survey (FNDDS)
"Chard, raw",Survey (FNDDS)
"Chard, swiss, cooked, boiled, drained, with salt",SR Legacy
"Chard, swiss, cooked, boiled, drained, without salt",SR Legacy
"Chard, swiss, raw",SR Legacy
"Chayote, fruit, cooked, boiled, drained, with salt",SR Legacy
"Chayote, fruit, cooked, boiled, drained, without salt",SR Legacy
"Chayote, fruit, raw",SR Legacy
Cheese and Queso as ingredient,Survey (FNDDS)
Cheese as ingredient in sandwiches,Survey (FNDDS)
Cheese ball,Survey (FNDDS)
Cheese dip,Survey (FNDDS)
Cheese dip with chili pepper,Survey (FNDDS)
Cheese flavored corn snacks,Survey (FNDDS)
Cheese flavored corn snacks (Cheetos),Survey (FNDDS)
"Cheese flavored corn snacks, reduced fat",Survey (FNDDS)
Cheese fondue,Survey (FNDDS)
"Cheese food, cold pack, American",SR Legacy
"Cheese food, pasteurized process, American, vitamin D fortified",SR Legacy
"Cheese food, pasteurized process, American, without added vitamin D",SR Legacy
"Cheese food, pasteurized process, swiss",SR Legacy
Cheese pastry puffs,Survey (FNDDS)
"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",SR Legacy
"Cheese product, pasteurized process, American, vitamin D fortified",SR Legacy
"Cheese puffs and twists, corn based, baked, low fat",SR Legacy
"Cheese quiche, meatless",Survey (FNDDS)
"Cheese sandwich, American cheese, on wheat bread",Survey (FNDDS)
"Cheese sandwich, American cheese, on white bread",Survey (FNDDS)
"Cheese sandwich, cheddar cheese, on wheat bread",Survey (FNDDS)
"Cheese sandwich, cheddar cheese, on white bread",Survey (FNDDS)
"Cheese sandwich, NFS",Survey (FNDDS)
"Cheese sandwich, reduced fat cheese, on wheat bread",Survey (FNDDS)
"Cheese sandwich, reduced fat cheese, on white bread",Survey (FNDDS)
Cheese sauce,Survey (FNDDS)
"Cheese sauce, for use with vegetables",Survey (FNDDS)
"Cheese sauce, prepared from recipe",SR Legacy
Cheese souffle,Survey (FNDDS)
"Cheese spread, American or Cheddar cheese base",Survey (FNDDS)
"Cheese spread, American or Cheddar cheese base, reduced fat",SR Legacy
"Cheese spread, American or Cheddar cheese base, reduced fat",Survey (FNDDS)
"Cheese spread, cream cheese",Survey (FNDDS)
"Cheese spread, cream cheese base",SR Legacy
"Cheese spread, pasteurized process, American",SR Legacy
"Cheese spread, pressurized can",Survey (FNDDS)
"Cheese spread, Swiss cheese base",Survey (FNDDS)
Cheese steak sandwich or sub on wheat,Survey (FNDDS)
Cheese steak sandwich or sub on white,Survey (FNDDS)
"Cheese substitute, mozzarella",SR Legacy
"Cheese,  with wine",Survey (FNDDS)
"Cheese, American",Survey (FNDDS)
"Cheese, American and Swiss blends",Survey (FNDDS)
"Cheese, american cheddar, imitation",SR Legacy
"Cheese, American, nonfat or fat free",Survey (FNDDS)
"Cheese, American, nonfat or fat free",SR Legacy
"Cheese, American, reduced fat",Survey (FNDDS)
"Cheese, American, reduced sodium",Survey (FNDDS)
"Cheese, American, restaurant",Foundation
"Cheese, blue",SR Legacy
"Cheese, Blue or Roquefort",Survey (FNDDS)
"Cheese, brick",SR Legacy
"Cheese, Brick",Survey (FNDDS)
"Cheese, Brie",Survey (FNDDS)
"Cheese, brie",SR Legacy
"Cheese, Camembert",Survey (FNDDS)
"Cheese, camembert",SR Legacy
"Cheese, caraway",SR Legacy
"Cheese, Cheddar",Survey (FNDDS)
"Cheese, cheddar",Foundation
"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",SR Legacy
"Cheese, Cheddar, nonfat or fat free",Survey (FNDDS)
"Cheese, cheddar, nonfat or fat free",SR Legacy
"Cheese, Cheddar, reduced fat",Survey (FNDDS)
"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",SR Legacy
"Cheese, Cheddar, reduced sodium",Survey (FNDDS)
"Cheese, cheddar, sharp, sliced",SR Legacy
"Cheese, cheshire",SR Legacy
"Cheese, Colby",Survey (FNDDS)
"Cheese, colby",SR Legacy
"Cheese, Colby Jack",Survey (FNDDS)
"Cheese, cotija, solid",Foundation
"Cheese, cottage cheese, with gelatin dessert",Survey (FNDDS)
"Cheese, cottage cheese, with gelatin dessert and fruit",Survey (FNDDS)
"Cheese, cottage cheese, with gelatin dessert and vegetables",Survey (FNDDS)
"Cheese, cottage, creamed, large or small curd",SR Legacy
"Cheese, cottage, creamed, large or small curd",Survey (FNDDS)
"Cheese, cottage, creamed, with fruit",SR Legacy
"Cheese, cottage, dry curd",Survey (FNDDS)
"Cheese, cottage, low fat",Survey (FNDDS)
"Cheese, cottage, lowfat, 1% milkfat",SR Legacy
"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",SR Legacy
"Cheese, cottage, lowfat, 1% milkfat, no sodium added",SR Legacy
"Cheese, cottage, lowfat, 1% milkfat, with vegetables",SR Legacy
"Cheese, cottage, lowfat, 2% milkfat",Foundation
"Cheese, cottage, lowfat, 2% milkfat",SR Legacy
"Cheese, cottage, lowfat, lactose reduced",Survey (FNDDS)
"Cheese, cottage, lowfat, low sodium",Survey (FNDDS)
"Cheese, cottage, lowfat, with fruit",Survey (FNDDS)
"Cheese, cottage, NFS",Survey (FNDDS)
"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",SR Legacy
"Cheese, cottage, salted, dry curd",Survey (FNDDS)
"Cheese, cottage, with fruit",Survey (FNDDS)
"Cheese, cottage, with vegetables",SR Legacy
"Cheese, cottage, with vegetables",Survey (FNDDS)
"Cheese, cream",SR Legacy
"Cheese, cream, fat free",SR Legacy
"Cheese, cream, low fat",SR Legacy
"Cheese, dry white, queso seco",SR Legacy
"Cheese, dry white, queso seco",Foundation
"Cheese, edam",SR Legacy
"Cheese, feta",SR Legacy
"Cheese, Feta",Survey (FNDDS)
"Cheese, feta, whole milk, crumbled",Foundation
"Cheese, Fontina",Survey (FNDDS)
"Cheese, fontina",SR Legacy
"Cheese, fresh, queso fresco",SR Legacy
"Cheese, gjetost",SR Legacy
"Cheese, goat",Survey (FNDDS)
"Cheese, goat, hard type",SR Legacy
"Cheese, goat, semisoft type",SR Legacy
"Cheese, goat, soft type",SR Legacy
"Cheese, gouda",SR Legacy
"Cheese, Gouda or Edam",Survey (FNDDS)
"Cheese, Gruyere",Survey (FNDDS)
"Cheese, gruyere",SR Legacy
"Cheese, Limburger",Survey (FNDDS)
"Cheese, limburger",SR Legacy
"Cheese, low fat, cheddar or colby",SR Legacy
"Cheese, low-sodium, cheddar or colby",SR Legacy
"Cheese, Mexican blend",Survey (FNDDS)
"Cheese, Mexican blend",SR Legacy
"Cheese, Mexican blend, reduced fat",Survey (FNDDS)
"Cheese, Mexican, blend, reduced fat",SR Legacy
"Cheese, mexican, queso anejo",SR Legacy
"Cheese, mexican, queso asadero",SR Legacy
"Cheese, mexican, queso chihuahua",SR Legacy
"Cheese, mexican, queso cotija",SR Legacy
"Cheese, Monterey",Survey (FNDDS)
"Cheese, monterey",SR Legacy
"Cheese, monterey jack, solid",Foundation
"Cheese, monterey, low fat",SR Legacy
"Cheese, Monterey, reduced fat",Survey (FNDDS)
"Cheese, mozzarella, low moisture, part-skim",Foundation
"Cheese, mozzarella, low moisture, part-skim",SR Legacy
"Cheese, mozzarella, low moisture, part-skim, shredded",SR Legacy
"Cheese, mozzarella, low sodium",SR Legacy
"Cheese, Mozzarella, NFS",Survey (FNDDS)
"Cheese, mozzarella, nonfat",SR Legacy
"Cheese, Mozzarella, nonfat or fat free",Survey (FNDDS)
"Cheese, Mozzarella, part skim",Survey (FNDDS)
"Cheese, mozzarella, part skim milk",SR Legacy
"Cheese, Mozzarella, reduced sodium",Survey (FNDDS)
"Cheese, mozzarella, whole milk",SR Legacy
"Cheese, mozzarella, whole milk, low moisture",SR Legacy
"Cheese, muenster",SR Legacy
"Cheese, Muenster",Survey (FNDDS)
"Cheese, muenster, low fat",SR Legacy
"Cheese, Muenster, reduced fat",Survey (FNDDS)
"Cheese, neufchatel",SR Legacy
"Cheese, NFS",Survey (FNDDS)
"Cheese, oaxaca, solid",Foundation
"Cheese, paneer",Survey (FNDDS)
"Cheese, Parmesan, dry grated",Survey (FNDDS)
"Cheese, Parmesan, dry grated, fat free",Survey (FNDDS)
"Cheese, Parmesan, dry grated, reduced fat",Survey (FNDDS)
"Cheese, parmesan, dry grated, reduced fat",SR Legacy
"Cheese, parmesan, grated",SR Legacy
"Cheese, parmesan, grated",Foundation
"Cheese, parmesan, grated, refrigerated",Foundation
"Cheese, parmesan, hard",SR Legacy
"Cheese, Parmesan, hard",Survey (FNDDS)
"Cheese, parmesan, low sodium",SR Legacy
"Cheese, parmesan, shredded",SR Legacy
"Cheese, pasteurized process cheese food or product, American, singles",Foundation
"Cheese, pasteurized process, American, fortified with vitamin D",SR Legacy
"Cheese, pasteurized process, American, low fat",SR Legacy
"Cheese, pasteurized process, American, vitamin D fortified",Foundation
"Cheese, pasteurized process, American, without added vitamin D",SR Legacy
"Cheese, pasteurized process, cheddar or American, low sodium",SR Legacy
"Cheese, pasteurized process, pimento",SR Legacy
"Cheese, pasteurized process, swiss",SR Legacy
"Cheese, port de salut",SR Legacy
"Cheese, Port du Salut",Survey (FNDDS)
"Cheese, processed cheese food",Survey (FNDDS)
"Cheese, processed, with vegetables",Survey (FNDDS)
"Cheese, provolone",SR Legacy
"Cheese, Provolone",Survey (FNDDS)
"Cheese, provolone, reduced fat",SR Legacy
"Cheese, provolone, reduced fat",Survey (FNDDS)
"Cheese, provolone, sliced",Foundation
"Cheese, queso fresco, solid",Foundation
"Cheese, Ricotta",Survey (FNDDS)
"Cheese, ricotta, part skim milk",SR Legacy
"Cheese, ricotta, whole milk",Foundation
"Cheese, ricotta, whole milk",SR Legacy
"Cheese, romano",SR Legacy
"Cheese, roquefort",SR Legacy
"Cheese, swiss",Foundation
"Cheese, swiss",SR Legacy
"Cheese, Swiss",Survey (FNDDS)
"Cheese, swiss, low fat",SR Legacy
"Cheese, swiss, low sodium",SR Legacy
"Cheese, Swiss, nonfat or fat free",Survey (FNDDS)
"Cheese, Swiss, nonfat or fat free",SR Legacy
"Cheese, Swiss, reduced fat",Survey (FNDDS)
"Cheese, Swiss, reduced sodium",Survey (FNDDS)
"Cheese, tilsit",SR Legacy
"Cheese, white, queso blanco",SR Legacy
Cheeseburger (Burger King),Survey (FNDDS)
Cheeseburger (McDonalds),Survey (FNDDS)
Cheeseburger slider,Survey (FNDDS)
"Cheeseburger slider, from fast food",Survey (FNDDS)
"Cheeseburger, from fast food, 1 large patty",Survey (FNDDS)
"Cheeseburger, from fast food, 1 medium patty",Survey (FNDDS)
"Cheeseburger, from fast food, 1 small patty",Survey (FNDDS)
"Cheeseburger, from school cafeteria",Survey (FNDDS)
"Cheeseburger, NFS",Survey (FNDDS)
"Cheeseburger, on wheat bun, 1 large patty",Survey (FNDDS)
"Cheeseburger, on wheat bun, 1 medium patty",Survey (FNDDS)
"Cheeseburger, on wheat bun, 1 small patty",Survey (FNDDS)
"Cheeseburger, on white bun, 1 large patty",Survey (FNDDS)
"Cheeseburger, on white bun, 1 medium patty",Survey (FNDDS)
"Cheeseburger, on white bun, 1 small patty",Survey (FNDDS)
"Cheesecake, chocolate",Survey (FNDDS)
"Cheesecake, fruit",Survey (FNDDS)
"Cheesecake, plain",Survey (FNDDS)
"Cheesefurter, cheese smokie, pork, beef",SR Legacy
"Cherimoya, raw",SR Legacy
"Cherries, canned",Survey (FNDDS)
"Cherries, dried",Survey (FNDDS)
"Cherries, frozen",Survey (FNDDS)
"Cherries, maraschino",Survey (FNDDS)
"Cherries, raw",Survey (FNDDS)
"Cherries, sour, canned, water pack, drained",SR Legacy
"Cherries, sour, red, canned, extra heavy syrup pack, solids and liquids",SR Legacy
"Cherries, sour, red, canned, heavy syrup pack, solids and liquids",SR Legacy
"Cherries, sour, red, canned, light syrup pack, solids and liquids",SR Legacy
"Cherries, sour, red, canned, water pack, solids and liquids",SR Legacy
"Cherries, sour, red, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",SR Legacy
"Cherries, sour, red, raw",SR Legacy
"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",SR Legacy
"Cherries, sweet, canned, juice pack, solids and liquids",SR Legacy
"Cherries, sweet, canned, light syrup pack, solids and liquids",SR Legacy
"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids",SR Legacy
"Cherries, sweet, canned, pitted, heavy syrup, drained",SR Legacy
"Cherries, sweet, canned, water pack, solids and liquids",SR Legacy
"Cherries, sweet, dark red, raw",Foundation
"Cherries, sweet, raw",SR Legacy
"Cherries, tart, dried, sweetened (Includes foods for USDA's Food Distribution Program)",SR Legacy
"Cherry juice, tart",SR Legacy
Cherry pie filling,Survey (FNDDS)
Chestnuts,Survey (FNDDS)
Chewing gum,SR Legacy
Chewing gum,Survey (FNDDS)
"Chewing gum, sugar free",Survey (FNDDS)
"Chewing gum, sugarless",SR Legacy
Chia seeds,Survey (FNDDS)
"Chia seeds, dry, raw",Foundation
"CHICK-FIL-A, Chick-n-Strips",SR Legacy
"CHICK-FIL-A, chicken sandwich",SR Legacy
"CHICK-FIL-A, hash browns",SR Legacy
"Chicken ""wings"" with hot sauce, from fast food / restaurant",Survey (FNDDS)
"Chicken ""wings"" with hot sauce, from other sources",Survey (FNDDS)
"Chicken ""wings"" with hot sauce, from precooked",Survey (FNDDS)
"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",Survey (FNDDS)
"Chicken ""wings"" with other sauces or seasoning, from other sources",Survey (FNDDS)
"Chicken ""wings"" with other sauces or seasoning, from precooked",Survey (FNDDS)
"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",Survey (FNDDS)
"Chicken ""wings"", boneless, with hot sauce, from other sources",Survey (FNDDS)
"Chicken ""wings"", plain, from fast food / restaurant",Survey (FNDDS)
"Chicken ""wings"", plain, from other sources",Survey (FNDDS)
"Chicken ""wings"", plain, from precooked",Survey (FNDDS)
"Chicken and vegetable entree with noodles and cream sauce, frozen meal",Survey (FNDDS)
"Chicken and vegetable entree with noodles, diet frozen meal",Survey (FNDDS)
"Chicken and vegetable entree with rice, diet frozen meal",Survey (FNDDS)
"Chicken and vegetables au gratin with rice, diet frozen entree",Survey (FNDDS)
Chicken as ingredient in recipes,Survey (FNDDS)
"Chicken breast tenders, breaded, cooked, microwaved",SR Legacy
"Chicken breast tenders, breaded, uncooked",SR Legacy
"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",Survey (FNDDS)
"Chicken breast, baked or broiled, skin eaten, from pre-cooked",Survey (FNDDS)
"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",Survey (FNDDS)
"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",Survey (FNDDS)
"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",Survey (FNDDS)
"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",Survey (FNDDS)
"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",Survey (FNDDS)
"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw",Survey (FNDDS)
"Chicken breast, baked, coated, skin / coating eaten",Survey (FNDDS)
"Chicken breast, baked, coated, skin / coating not eaten",Survey (FNDDS)
"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",SR Legacy
"Chicken breast, fat-free, mesquite flavor, sliced",SR Legacy
"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",Survey (FNDDS)
"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",Survey (FNDDS)
"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",Survey (FNDDS)
"Chicken breast, fried, coated, skin / coating eaten, from raw",Survey (FNDDS)
"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",Survey (FNDDS)
"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",Survey (FNDDS)
"Chicken breast, fried, coated, skin / coating not eaten, from raw",Survey (FNDDS)
"Chicken breast, grilled with sauce, skin eaten",Survey (FNDDS)
"Chicken breast, grilled with sauce, skin not eaten",Survey (FNDDS)
"Chicken breast, grilled without sauce, skin eaten",Survey (FNDDS)
"Chicken breast, grilled without sauce, skin not eaten",Survey (FNDDS)
"Chicken breast, NS as to cooking method, skin eaten",Survey (FNDDS)
"Chicken breast, NS as to cooking method, skin not eaten",Survey (FNDDS)
"Chicken breast, oven-roasted, fat-free, sliced",SR Legacy
"Chicken breast, roll, oven-roasted",SR Legacy
"Chicken breast, rotisserie, skin eaten",Survey (FNDDS)
"Chicken breast, rotisserie, skin not eaten",Survey (FNDDS)
"Chicken breast, sauteed, skin eaten",Survey (FNDDS)
"Chicken breast, sauteed, skin not eaten",Survey (FNDDS)
"Chicken breast, stewed, skin eaten",Survey (FNDDS)
"Chicken breast, stewed, skin not eaten",Survey (FNDDS)
Chicken cornbread,Survey (FNDDS)
Chicken curry,Survey (FNDDS)
Chicken curry with rice,Survey (FNDDS)
"Chicken deli sandwich or sub, restaurant",Survey (FNDDS)
"Chicken deli sandwich or sub, with cheese, restaurant",Survey (FNDDS)
"Chicken dinner, NFS, frozen meal",Survey (FNDDS)
"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant",Survey (FNDDS)
"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",Survey (FNDDS)
"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant",Survey (FNDDS)
"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",Survey (FNDDS)
"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw",Survey (FNDDS)
"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw",Survey (FNDDS)
"Chicken drumstick, baked, coated, skin / coating eaten",Survey (FNDDS)
"Chicken drumstick, baked, coated, skin / coating not eaten",Survey (FNDDS)
"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",Survey (FNDDS)
"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",Survey (FNDDS)
"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",Survey (FNDDS)
"Chicken drumstick, fried, coated, skin / coating eaten, from raw",Survey (FNDDS)
"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",Survey (FNDDS)
"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",Survey (FNDDS)
"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",Survey (FNDDS)
"Chicken drumstick, grilled with sauce, skin eaten",Survey (FNDDS)
"Chicken drumstick, grilled with sauce, skin not eaten",Survey (FNDDS)
"Chicken drumstick, grilled without sauce, skin eaten",Survey (FNDDS)
"Chicken drumstick, grilled without sauce, skin not eaten",Survey (FNDDS)
"Chicken drumstick, NS as to cooking method, skin eaten",Survey (FNDDS)
"Chicken drumstick, NS as to cooking method, skin not eaten",Survey (FNDDS)
"Chicken drumstick, rotisserie, skin eaten",Survey (FNDDS)
"Chicken drumstick, rotisserie, skin not eaten",Survey (FNDDS)
"Chicken drumstick, sauteed, skin eaten",Survey (FNDDS)
"Chicken drumstick, sauteed, skin not eaten",Survey (FNDDS)
"Chicken drumstick, stewed, skin eaten",Survey (FNDDS)
"Chicken drumstick, stewed, skin not eaten",Survey (FNDDS)
Chicken egg foo yung,Survey (FNDDS)
Chicken feet,Survey (FNDDS)
"Chicken fillet biscuit, from fast food",Survey (FNDDS)
"Chicken fillet sandwich, fried, from fast food",Survey (FNDDS)
"Chicken fillet sandwich, fried, from fast food, with cheese",Survey (FNDDS)
"Chicken fillet sandwich, fried, on wheat bun",Survey (FNDDS)
"Chicken fillet sandwich, fried, on wheat bun, with cheese",Survey (FNDDS)
"Chicken fillet sandwich, fried, on white bun",Survey (FNDDS)
